pertanyaan,jawaban,label
"Saya merasa saya tidak enakan, tidak bisa mengekspresikan perasaan, sering menangis, dan keinginan untuk bunuh diri,  apakah saya ada kelainan mental?","Rasa tidak enakan, tidak bisa mengekspresikan prasaan, sering menangis, merasa tertekan, dan sempat berpikiran untuk bunuh diri merupakan pengalaman yang tidak menyenangkan, dan kami mengerti atas rasa tidak nyaman yang Anda miliki. Adapun keluhan yang Anda sebutkan dapat disebabkan oleh beberapa kemungkinan kndisi, seperti:

Gangguan depresi.
Gangguan bipolar.
Gangguan kecemasan.
Kondisi-kondisi di atas dapat dipengaruhi oleh banyak faktor, seperti faktor genetik, pola asuh di keluarga, trauma masa kecil, tekanan sosial lingkungan, gaya hidup, maupun adanya riwayat gangguan psikologis di diri sendiri atau di keluarga. Apabila keluhan yang Anda sampaikan sudah sangat mengganggu aktivitas Anda sehari-hari secara signifikan, sebaiknya konsultasikanlah keluhan tersebut ke tenaga profesional seperti psikolog atau psikiater, ya.Psikolog atau psikiater akan melakukan evaluasi lebih lanjut terkait dengan kondisi Anda dan memberikan terapi yang sesuai.",2
Bagaimana cara mengatasi sifat pendendam?,"Kondisi yang anda alami saat cenderung melihat seseorang pada perilaku buruknya adalah salah satu bentuk mekanisme pertahanan atau yang disebut dengandefense mechanism, yangmerupakan strategi psikologis yang secara tidak sadar digunakan untuk melindungi seseorang dari kecemasan yang timbul dari pikiran atau perasaan yang tidak dapat diterima. Salah satu bentuk dari mekanisme pertahanan seseorang adalah splitting, yang merupakan mekanisme membagi suatu objek (orang lain) atau pengalaman menjadi dua, yakni baik dan buruk, dimana mekanisme ini tidak mampu melihat daerah abu-abu di antaranya, seperti seseorang dengan perilaku buruknya akan selalu dilihat buruk dan orang lain dengan perilaku baiknya akan selalu dilihat baik. Jadi, belum tentu anda memiliki sifat pendendam, karena kemungkinan pemikiran tersebut merupakan mekanisme pertahanan yang yang anda lakukan secara tidak sadar terhadap kecemasan atau trauma yang anda alami.

Ketika anak menyaksikan pertengkaran kedua orang tuanya hal tersebut akan menjadi sebuah ingatan yang kurang menyenangkan di dalam hidupnya, terutama jika pertengkaran tersebut berlangsung lama, dimana akan membuat seseorang mengalami perasaan insecure (rasa tidak aman) yang seharusnya rasa aman didapatkan dari kedua orang tuanya. Hal ini akan membuat seseorang berpikir dan mengantisipasi munculnya kejadian serupa pada pernikahannya kelak melalu proses berlajar dari peristiwa yang terjadi pada orang tua. Anda akan merasa takut dan cemas bahwa hal tersebut akan berulang dalam kehidupan pernikahan anda kelak, sehingga anda ragu-ragu untuk membuat keputusan penting dalam hidup anda.

Dikarenakan anda pernah mengalami peristiwa yang tidak menyenangkan dalam jangka waktu yang lama, sebaiknya anda berkonsultasi dengan psikolog atau dokter psikiater terkait kondisi anda, dimana nantinya akan dilakukan pemeriksaan dan penanganan yang tepat sesuai dengan kondisi anda. Anda dapat menceritakan perasaan takut atau cemas yang timbul akibat trauma yang pernah dialami tersebut, dimana nantinya akan dilakukan penanganan berupa trauma healing, dimana anda akan diarahkan pada sebuah penerimaan secara kognitif, emosi maupun secara perilaku. Sehingga, anda akan menyadari bahwa kejadian traumatik tersebut merupakan bagian dari masa lalu dan dapat diambil sebuah pelajaran positif dari pengalaman masa lalu sehingga dapat dipakainya dalam kehidupan selanjutnya.",12
Apa penyebab sering merasa diperhatikan dan mengecek sesuatu berulang?,"Kesehatan mental memang merupakan hal yang harus dijaga selain dari kesehatan fisik. Pasalnya, orang tidak merasakan bahwa kesehatan mental sangat berpengaruh sampai ada gejala fisik yang muncu. Delusi merupakan suatu kondisi dimana penderita tidak dapat membedakan hal tersebut nyata atau tidak, dan penderita meyakini bahwa hal tersebut benar benar terjadi dan meyakinkan orang lain bahwa hal tersebut merupakan suatu fakta. Sedangkan halusinasi adalah gangguan persepsi saat seseorang mendengar, melihat atau merasakan sesuatu yang sebenarnya hal tersebut tidak ada.
Delusi dapat terjadi pada orang dengan gangguan waham menetap setidaknya 3 bulan, demensia, gangguan bipolar, gangguan kepribadian, skizofrenia dan lainnya. Sedangkan halusinasi baik visual, atau pendengaran dapat disebabkan oleh beberapa kondisi pula seperti skizofrenia, demensia, depresi berat dengan gejala psikosis . alzheimer dan lainnya. Selain itu, kebiasaan untuk melakukan sesuatu secara berulang dan jika tidak dilakukan dapat mengalami kecemasan, dapat mengarah ke gangguan obsesif kompulsif , gangguan kepribadian dan lainnya.
Jika muncul salah satu tanda di atas, sebaiknya Anda memeriksakan teman Anda ke dokter spesialis penyakit jiwa/psikiater ya, karena hal tersebut sudah termasuk gangguan mental ya. Psikiater akan melakukan anamnesis mendalam untuk menegakkan diagnosis dan menyingkirkan diagnosis banding terkait hal tersebut, sehingga tatalaksana lebih tepat dapat diberikan. Sebaiknya, jika dia adalah teman dekat Anda, berikan dia pengertian, bahwa tidak semua orang yang konsultasi merupakan orang dengan gangguan jiwa, namun sekedar konsultasi atau skrinign kesehatan mental pun dapat dilakukan, tetap temani teman Anda dan jangan terbawa dalam fakta yang sebetulnya tidak ada, alihkan dia ke hobby yang ia sukai dan pola hidup lebih sehat.",11
Apa penyebab sering menangis disertai sulit fokus setelah kehilangan orang yang disayang?,"Keluhan yang Anda rasakan, adanya perubahan gangguan suasana hati secara drastis, adanya rasa bersedih yang mendalam, masih dapat mengarah ke beberapa kondisi seperti :
- Gangguan bipolar
- Depresi
- Gangguan psikotik akut
- Gangguan kecemasan menyeluruh
dan lainnya
Untuk memastikan diagnosis dan menyingkirkan diagnosis banding, maka sebaiknya Anda memeriksakan diri ke dokter spesialis jiwa/psikiater ya. Dokter akan melakukan anamnesis mendalam dan pemeriksaan lebih lanjut untuk dapat menegakkan diagnosis pada Anda dan memberikan terapi yang lebih tepat, terlebih jika gejala yang Anda rasakan mengganggu aktivitas dan produktivitas Anda sehari hari ya.
Saat ini, beberapa hal yang dapat Anda lakukan, diantaranya adalah :
- manajemen stress dengan baik
- Proyeksikan kesedihan Anda pada hobbya positif Anda
- Olahraga dan relaksasi, seperti yoga dan meditasi
- Konsumsi air putih 2 L sehari dan batasi minm kafein, minuman bersoda
- Tidak merokok
- Perbanhyak sayur dan buah
- Tenangkan fikiran, me time dan istirahat cukup 6-8 jam per hari
- Ceritakan masalah Anda dengan orang yang Anda percaya, terlebih pada keluarga Anda.",2
"Saya kerap merasa sedih berlebihan, teringat masa lalu yang tidak menyenangkan, hingga melakukan tindakan melukai diri sendiri, apa yang harus saya lakukan?","Kerap merasa sedih berlebihan, teringat masa lalu yang tidak menyenangkan, hingga melakukan tindakan melukai diri sendiri, bahkan ingin bunuh diri bisa wajar disebabkan oleh psikis yang tertekan, misalnya ketika kehilangan orang atau benda yang berharga, mendapat perlakukan kurang mengenakkan dari lingkungan sekitar, gagal mencapai tujuan yang diharapkan, dan sebagainya. Akan tetapi, orang yang bijak semestinya akan mampu mengendalikan kondisi ini, sehingga tidak terus berlanjut berlarut-larut, apalagi sampai mengganggu kemampuan Anda dalam berpikir, bersikap, dan berlaku sehari-hari. Jika yang Anda alami malah sebaliknya, maka patut diwaspadai kemungkinan adanya gangguan kejiwaan tertentu yang memperparahnya, misalnya gangguan stres pasca trauma, gangguan depresi, gangguan siklotimik, gangguan bipolar, skizofrenia, dan sebagainya.

Saran kami, periksalah langsung ke dokter atau psikiater terdekat supaya kondisi Anda bisa ditangani dengan optimal. Sembari itu, penanganan mandiri berikut bisa Anda lakukan:

Saat ditimpa ujian dalam hidup, bersabarlah, jangan terlalu banyak mengeluh apalagi menyalahkan orang lain dan diri sendiri, introspeksi apa yang salah dalam diri Anda lantas berupayalah memperbaikinya, berfokus mencari solusi atas ujian yang Anda hadapi, jangan hanya diratapi berlebihan
Perluas pergaulan Anda, berbuat baik pada keluarga dan sahabat agar Anda pun diperlakukan demikian, minta dukungan dan bantuan saat menghadapi ujian yang sulit Anda selesaikan seorang diri
Isi hari-hari Anda dengan menjalani beragam aktifitas positif yang berguna bagi pengembangan diri Anda, seperti dengan belajar, membaca, mengikuti kursus, berolahraga, berorganisasi, dan berkegiatan sosial
Perbaiki kualitas ibadah Anda, jalani hidup Anda sesuai aturan-Nya, jangan lupa bersyukur atas segala nikmat yang Tuhan karuniakan pada Anda, pasrahkan hidup dan mati Anda hanya pada-Nya
Jauhkan diri Anda dari alkohol, rokok, dan NAPZA supaya bisa tetap berpikir jernih
Sempatkan melakukan hal yang membuat Anda rileks dan bahagia, seperti dengan meditasi, melampiaskan hobi, berkumpul dengan orang yang disayang
Jangan dulu sembarangan minum obat, termasuk obat penenang, tanpa resep dokter",13
"Apa penyebab sering tiba-tiba merasa ketakutan, mual, sesak dan mencoba menyakiti diri sendiri?","Keluhan yang dialami dapat disebabkan oleh berbagai macam penyebab. peristiwa traumatis pada masa lalu dapat menjadi faktor pencetus terjadinya keluhan selain itu beberapa hal seperti pola asuh, masalah pada keluarga, lingkungan, beban kerja mungkin saja dapat menyebabkan keluhan ini Anda alami. perlu dipahami bahwa menyakiti diri sendiri merupakan hal yang negatif tentu saja dapat menimbulkan kerugian pada diri sendiri. Keluhan yang Anda alami mungkin saja disebabkan oleh:

self injury
gangguan keceamasan
gangguan panik
psikosomatis/somatisasi
Untuk dapat menentukan penyebab keluhan yang Anda alami secara tepat diperlukan wawancara pemeriksaan fisik dan juga pemeriksaan penunjang maka sebaiknya kunjungi dokter psikiatri terutama jika menganggu aktivitas sehari hari, dan pola tidur. Hal yang Anda dapat lakukan dirumah seperti:

mengenali penyebab keluhan dan mengatasinya
berkeluh kesah kepada orang terpercaya atau terdekat
menyakini hal yang dilakukan kurang tepat kurang baik
melakukan relaksasi
jika muncul pikiran negatif segera mengalihkan dengan hal positif atau aktivitas fisik
olahraga teratur
hindari menyendiri semoga membantu",6
Bagaimana cara penanganan yang tepat saat merasakan takut berlebihan?,"Untuk mendiagnosis gangguan mental perlu dilakukan pemeriksaan mendalam. Tidak semua perasaan negative atau tidak menyenangkan merupakan tanda gangguan mental. Sebagai manusia yang memiliki emosi dan perasaan, adalah normal untuk merasa sedih, takut, marah, kesal, dll, yang sama normalnya dengan perasaan senang, berani, bahagia, dll. Bila Anda dapat memproses berbagai perasaan tersebut sebagai hal yang memperkaya hidup Anda dan menjalani hidup Anda sepenuhnya, maka Anda tidak mengalami gangguan. Sebaliknya bila Anda mengalami gangguan mental, maka sebaiknya Anda mencari bantuan pada tenaga kesehatan professional.

Psikolog dan psikiater sama-sama merupakan tenaga kesehatan professional di bidang kejiwaan, bedanya adalah dasar keilmuan dan wewenang. Psikolog adalah tenaga ahli di bidang psikologi, yaitu ilmu social yang mempelajari tentang perilaku dan perasaan manusia. Psikiater adalah tenaga ahli di bidang psikiatri, yaitu cabang ilmu kedokteran yang mempelajari tentang kesehatan jiwa. Singkat kata, psikiater adalah dokter spesialis, sedang psikolog bukan; dengan demikian psikiater berwenang untuk meresepkan obat, sedangkan psikolog tidak dapat meresepkan obat.

Dengan demikian, baik psikolog maupun psikiater dapat membantu untuk mengetahui kondisi mental Anda; namun bila kondisi Anda membutuhkan obat, Anda perlu berobat ke psikiater.

Untuk mengetahui lebih jauh tentang psikolog dan psikiater, Anda dapat membaca lebih lanjut artikel berikut:

https://www.alodokter.com/psikiatri-dan-psikolog-ini-bedanya

https://www.alodokter.com/lebih-jauh-tentang-psikiater-atau-dokter-spesialis-kedokteran-jiwa

https://www.alodokter.com/sebelum-memilih-psikiater-baca-dulu-panduannya-di-sini",6
"Saya merasa sering disalahkan, dibanding-bandingkan, dan diragukan kemampuannya dalam keluarga, apa yang harus saya lakukan?","Masing-masing keluarga memiliki cara komunikasi yang berbeda. Kondisi Anda yang merasa sering disalahkan, dibanding-bandingkan, dan diragukan kemampuannya bukan selalu berarti menandakan Anda salah. Bisa jadi, memang demikian cara keluarga Anda memberikan saran perbaikan untuk diri Anda. Jadi, Anda tidak perlu menyikapinya dengan pikiran negatif, seakan-akan mereka ingin menjatuhkan Anda.

Saran kami, atasilah dulu kondisi Anda dengan:

Kenali potensi dalam diri Anda, fokuslah mengembangkannya supaya menjadi prestasi yang membanggakan dan membuat Anda lebih dihargai
Buat standar sukses Anda sendiri, jangan membandingkan diri Anda dengan orang lain, jangan juga terlalu sibuk memikirkan apa kata orang
Isi keseharian Anda dengan beragam aktifitas positif, patuhi norma yang ada
Gantungkan harapan Anda hanya pada Tuhan YME, perbanyaklah berdoa agar bisa mencapai impian Anda
Tetap berlaku baik pada keluarga dan orang di sekitar Anda, tepis anggapan negatif mereka dengan membuktikan bahwa Anda mampu menjadi pribadi yang sukses
Pada beberapa kasus, perasaan yang Anda alami mungkin juga muncul terkait suatu gangguan kejiwaan, misalnya gangguan stres pasca trauma, skizofrenia paranoid, gangguan skizoafektif, dan sebagainya. Jadi, jika Anda merasa kondisi Anda tidak membaik dengan upaya di atas, jangan segan periksa langsung ke dokter atau psikiater terdekat ya..",7
"Bagaimana menangani saat merasa uring-uringan, sulit mengungkapkan perasaan dan menyakiti diri sendiri?","Kami turut prihatin dengan kondisi Anda saat ini ya. Kesehatan mental memang harus kita jaga selain pula kesehatan fisik. Pasalnya jika mental mengalami masalah, maka fisik juga akan merasakan dampaknya. Keluhan yang Anda keluhkan saat ini dapat dipengaruhi oleh lingkungan keluarga saat ini, trauma di masa lalu, ketakutan akan hal di masa depan yang belum terjadi, kurang dapat memanajemen stress dan faktor faktor lainnya. Keluhan yang Anda jelaskan masih dapat mengarah ke beberapa kondisi, diantaranya adalah :
- Gangguan suasana hati bipolar
- Gejala depresi
- Self Injury, kebiasaan menyakiti diri sendiri
- Agoraphobia, adanya perasaana takut atau cemas berlebihan pada tempat atau situasi yang membuat penderitanya merasa panik, malu, tidak berdaya, atau terperangkap, seperti pada keramaian
dan lainnya
Untuk menegakkan diagnosis dan menyingkirkan diagnosis banding, maka sebaiknya Anda memeriksakan diri ke dokter jiwa atau psikiater ya, untuk dilakukan pemeriksaan lebih lanjut dan penanganan yang lebih tepat. Psikiater dan psikolog memang sama sama menangani kesehatan mental, namun psikiater adalah seorang yang sudah menempuh program pendidikan dokter, sedangkan psikolog menempuh pendidikan ilmu psikologi. Psikiater dapat memberikan reep obat obatan dan penanganan lain sesuai dengan yang Anda butuhkan, karena adanya keinginan untuk melukai diri sendiri dan keluhan yang mengganggu aktivitas sehari hari menjadikan Anda segera mendapatkan pertolongan dari dokter jiwa/psikiater ya. Beberapa hal yang dapat Anda lakukan saat ini adalah :
- Cintai diri Anda apa adanya, dan tetap lakukan yang terbaik
- Dekatkan diri dengan Tuhan YME
- Ceritakan masalah Anda ke orang terdekat yang Anda percaya, terlebih ke keluarga Anda, dengan begitu Anda tidak menanggung ini sendiri
- Jauhkan diri Anda dari hal hal atau benda yang bisa melukai diri atau orang lain
- Istirahat cukup 6-8 jam sehari
- Manajemen stress dengan baik dan Anda dapat olahraga relaksasi seperti yoga dan meditasi
- Tidak perlu menghiraukan perkataan orang lain, selagi Anda tidak melakukan hal tersebut, terima diri Anda apa adanya dan fokus pada kelebihan yang Anda miliki, kembangkan hal tersebut
- Ketika sedang panik, tarik nafas dalam dari hidung dan keluarkan perlahan dari mulut",0
"Saya sering merasa emosi dan dendam kepada orang lain, apakah hal ini wajar?","Merasa kesal, marah dan merasa tidak suka akan suatu hal merupkan hl yang wajar terutama jika dipicu adanya suatu faktor yang menimbulkan munculnya kondisi tersebut. Namun, kondisi ini akan mereda jika faktor tersebut sudah dpat dikendalikan dengan baik.Jika dapat dikendalikan atau diekspresikan dengan cara yang tepat, marah dapat digunakan untuk memecahkan masalah atau menangani keadaan tertentu. Adapun jika mudah marah dalam segala kondisi, sulit mengendalikan emosi dan terjadi terus menerus hingga menimbulkan gangguan aktivitas seperti gangguan konsentrasi, gangguan bersosial serta menimbulkan gangguan dengan lingkungan sekitar, maka perlu dilakukan pemeriksaan dan evaluasi lenih lanjut.

Pemeriksaan medis kejiwaan adalah serangkaiam pemeriksaan untuk menentukan apakah seseorang menderita permasalahan pada kejiwaannya atau tidak. Serangkaian pemeriksaan tersebut meliputi wawancara, pemeriksaan fisik, dan tes tertulis melalui kuesioner serta pemeriksaan penunjang yng diperlukm. Pemeriksaan medis kejiwaan umumnya dilakukan oleh dokter spesialiskedokteran jiwa (psikiater) atau psikolog.Apabila saat ini Anda hendak melakukan pemeriksaan, terutama jika apa yang Anda alami menimbulkan gangguan aktivitas, maka Anda dapat berkonsultasi dengan dokter psikiatri baik bertemu secara langsung atau Anda dapat berkonsultasi melalui fitur chat di Alodokter.

Sementara itu, beberapa anjuran yang saat ini mungkin dapat Anda lakukan seperti :

Ketika Anda mulai marah, cobalah untuk menarik napas panjang dan dalam, kemudian mengembuskannya secara perlahan.
Kendalikan pikiran dan sebaiknya tenangkan diri sebelum berucap
Cari tau penyebab yang membuat Anda merasa kesal, marah.
Bila Anda sudah merasa tenang dan emosi pun terkendali, Anda bisa menyampaikan hal yang membuat Anda marah tanpa menyalahkan orang yang Anda tuju.
Ceritakan apa yang Anda alami saat ini dengan orang yang Anda percayai seperti teman, sahabat, keluarga
Hindari menyimpan dendam atau membiarkan emosi yang muncul berlarut-larut.
Lakukan olahraga rutin, Anda dapat melakukan teknik relaksasi
Hindari konsumsi alkohol dan merokok
Istirahat yang cukup",2
"Bagaimana cara menangani saat mengalami gangguan tidur, merasa sedih dan putus asa?","Depresi adalah suatu kondisi gangguan mood atau gangguan suasana hati yang ditandai dengan perasaan sedih mendalam dan rasa tidak peduli. Depresi dapat menimbulkan berbagai keluhan seperti merasa sedih / afek menurun, tidak berenergi, mudah lelah, minat dan kegembiraan berkurang, minder, pesimis, nafsu makan berkurang, gangguan tidur, perubahan siklus menstruasi, konsentrasi berkurang, merasa tidak berguna, merasa bersalah, hingga timbul pikiran menyakiti diri sendiri dan ingin bunuh diri.

Gejala-gejala di atas minimal dialami selama 2 minggu. Namun selain karena depresi, keluhan Anda juga bisa dipengaruhi oleh kondisi lain seperti gangguan kecemasan, gangguan bipolar, skizoafektif, gangguan panik, dan pengaruh narkoba.

Apabila keluhan Anda sudah mengganggu aktivitas harian Anda, saya sarankan agar Anda memeriksakan diri ke psikiater secara langsung supaya bisa dilakukan pemeriksaan lebih lanjut untuk memastikan kondisi Anda sehingga Anda bisa diberikan penanganan yang lebih tepat ya, contoh penanganan misalnya dengan obat-obatan dan konseling.

Sementara menunggu ke psikiater, Anda bisa melakukan beberapa tips berikut ini:

Curhat pada orang terdekat atau orang yang Anda percaya
Perbanyak aktivitas positif
Olahraga teratur
Hindari menyendiri dalam kamar kecuali saat tidur
Istirahat cukup
Lakukan relaksasi
Biasakan pola hidup sehat
Dekatkan diri pada Tuhan
Yakin bahwa banyak orang mencintai Anda dan menerima Anda",2
"Saya merasa cemas berlebihan, takut salah, dan bingung dengan perilaku sendiri, apa yang harus saya lakukan?","Perubahan mood (suasana hati) merupakan hal yang normal dialami setiap manusia. Kadang bisa merasa sedih, marah, cemas, takut, dan lainnya, tergantung pada situasi.

Namun pada beberapa kasus, perubahan suasana hati bisa mengganggu fungsi dan kualitas hidup. Hal ini membutuhkan penilaian dari dokter spesialis kedokteran jiwa (Sp.KJ) yang melakukan pemeriksaan secara langsung.

Perubahan suasana hati yang Anda rasakan bisa jadi merupakan dari gejala gangguan kejiwaan yang biasanya dicetuskan oleh banyaknya masalah hidup (dengan keluarga, lingkungan kerja, teman, sekolah, dan lain-lain) namun bisa juga masih merupakan hal wajar.

Ada kemungkinan yang Anda alami adalah gangguan suasana hati (mood), misalnya depresi. Secara umum, depresi ditandai dengan gejala-gejala seperti tampak lesu, sedih, hilang minat dan kegembiraan, kurang berenergi, mudah lelah, kurang konsentrasi, kurang kepercayaan diri, rasa bersalah, pandangan masa depan suram atau pesimistis, ingin melakukan perbuatan membahayakan diri atau bunuh diri, gangguan tidur, nafsu makan menurun.

Sebaiknya saat ini Anda dapat mencoba melakukan gaya hidup sehat, makan makanan bergizi, perbanyak istirahat, berpikir positif, dan mencoba melakukan hobi atau aktivitas positif. Selain itu coba komunikasikan dengan orang tua secara perlahan agar bisa memahami rasa takut yang Anda miliki. Namun, apabila keluhan ini menetap atau bertambah hingga mengganggu aktivitas sehari-hari, sebaiknya Anda segera ke dokter spesialis kedokteran jiwa (psikiater) untuk mendapat penanganan yang tepat.",6
"Saya merasa tidak memiliki rasa empati terhadap orang lain, apakah yang saya alami ini normal?","Empati merupakan sebuah kemampuan untuk dapat mengerti dan memahami perasaan orang lain, melihat dari sudut pandang orang tersebut, tanpa harus berlarut-larut di dalam perasaan tersebut. Setiap orang memiliki kadar empati yang berbeda-beda, di mana seseorang dapat mudah untuk berempat, maupun sulit berempati. Pada dasarnya, hal ini merupakan hal yang wajar dan dipengaruhi oleh beberapa faktor, seperti faktor cara pandang terhadap sesuatu, pola asuh di keluarga, pengalaman masa lalu, dan faktor lingkungan sosial.

Terdapat beberapa hal yang dapat membantu menumbuhkan dan meningkatkan rasa empati Anda, seperti:

Memperluas lingkup pergaulan dengan orang yang memiliki latar belakang berbeda dengan Anda.
Memperhatikan bahasa dan bentuk komunikasi nonverbal ketika berkomunikasi dengan orang lain.
Berusaha untuk menempatkan diri Anda pada posisi orang lain.
Mencoba untuk memahami orang lain meskipun Anda tidak setuju dengannya.
Seiring dengan waktu, kemampuan empati ini akan terasah. Namun, apabila Anda merasa kondisi ini menghambat kegiatan Anda sehari-harinya secara signifikan, Anda dapat berkonsultasi ke tenaga profesional seperti psikolog, ya.

Semoga informasi ini dapat bermanfaat.",11
"Apa penyebab mood swing, mudah marah dan menyakiti diri sendiri?","Adanya perubahan sifat pada waktu-waktu tertentu dapat disebabkan oleh beberapa kemungkinan penyebab. Namun, perlu dilakukan evaluasi lebih lanjut dari keluhan yang Anda sampaikan, seperti sejak kapan keluhan tersebut dirasakan, kapan saja keluhan dirasakan, keluhan penyerta (misalnya perubahan mood, melihat atau mendengar sesuatu yang tidak ada, dll), dan riwayat medis lainnya termasuk gangguan psikologis.

Kondisi tersebut dapat dipengaruhi oleh beberapa faktor, seperti stres, tekanan sosial lingkungan, trauma masa lalu, pola asuh di keluarga, dan adanya gangguan psikiatris seperti gangguan kepribadian disosiatif, gangguan psikosis, maupun gangguan bipolar. Sebaiknya, apabila keluhan yang Anda sampaikan sudah sangat mengganggu aktivitas Anda sehari-hari secara signifikan, periksakanlah diri Anda ke dokter psikiater, ya.Dokter akan melakukan evaluasi lebih lanjut terkait dengan kondisi Anda dan memberikan terapi yang sesuai.",11
Apa penyebab pikiran yang mudah berubah-ubah?,"Kondisi seperti merasa dikendalikan atau digerakkan oleh sesuatu ataupun seseorang, dapat merupakan salah satu tanda waham dimana seseorang meyakini hal-hal yang tidak nyata atau tidak sesuai dengan keadaan sebenarnya. Walaupun sudah terbukti bahwa kenyataan yang ia yakini tidak benar, namun ia tetap berpegang teguh pada pemikirannya dan menganggap bahwa apa yang diyakininya tersebut benar atau nyata.

Kondisi ini dapat berkaitan dengan kelainan mental tertentu dimana dapat dipicu oleh beberapa faktor seperti faktor keturunan atau genetik, biologis, lingkungan, serta gangguan psikologis. Kelainan mental yang berkaitan dengan waham meliputi skizofrenia, stres berat, gangguan kepribadian, penyalahgunaan obat-obatan dan alokohol, gangguan pada otak akibat cedera, penyakit Parkinson, penyakit Huntington, demensia, dan stroke.

Gejala yang menyertai waham dapat berupa perubahan mood dan emosi seperti mudah marah, bicara aneh dan tidak nyambung, merasa cemas dan dirinya sedang terancam, meyakini hal yang tidak masuk akal, perubahan perilaku, dan halusinasi.

Namun diagnosis yang tepat belum dapat dipastikan pada kondisi anda, dikarenakan dokter perlu melakukan pemeriksaan meliputi wawancara medis mengenai riwayat penyakit sebelumnya, riwayat pengobatan, riwayat penyakit pada keluarga, dan keluhan penyerta lainnya. Selain itu, dokter juga perlu melakukan pemeriksaan fisik dan pemeriksaan penunjang jika memang diperlukan. Maka dari itu, sebaiknya anda berkonsultasi lebih lanjut dengan dokter psikiater untuk dilakukan pemeriksaan dan penanganan yang sesuai.",11
"Apa penyebab tubuh yang terasa tidak bisa diam, sesak, pikiran kosong, dan sulit fokus, dan bagaimana mengatasinya?","Tubuh yang terasa tidak bisa diam, sesak, pikiran kosong, dan sulit fokus bisa wajar dilakukan saat diri sedang menahan emosi yang meluap-luap. Akan tetapi, jika hal ini sampai membuat Anda sampai melakukan tindakan meyakiti diri sendiri, maka hal ini tentu tidak bisa dianggap wajar. Bisa jadi, keluhan Anda tersebut terjadi karena beragam faktor lain, misalnya gangguan kecemasan umum, gangguan kepribadian ambang, gangguan stres pasca trauma, gangguan bipolar, dan sebagainya.

Tentu, kondisi Anda sebaiknya tidak dibiarkan begitu saja. Sebelum bertambah parah, lakukanlah dulu:

Berupayalah untuk rileks, rajinlah beribadah, perbanyak bersyukur, dan lakukan hal yang membuat Anda bahagia
Introspeksi diri, akui dan perbaiki jika ada kesalahan yang pernah Anda perbuat, jangan selalu menuntut orang lain agar bisa mematuhi kemauan Anda, sadari bahwa hak Anda bisa berbenturan juga dengan hak orang lain yang harus Anda hargai
Jika ada hal yang bertentangan dengan harapan Anda, cari akar masalahnya, kompromi jika perlu, berupayalah untuk menggapai impian Anda dengan cara yang benar, tanpa harus merugikan orang lain
Perbaiki cara komunikasi Anda, jalin hubungan baik dengan orang di sekitar Anda, bergaul dengan variasi tipe orang, pelajari hal baik dari tiap orang yang Anda temui
Sibukkan diri Anda menjalani beragam aktifitas positif, kembangkan terus potensi dalam diri Anda agar membuahkan prestasi yang membanggakan
Jika langkah di atas telah Anda lakukan namun keluhan Anda masih sulit juga diatasi, jangan ragu periksa langsung ke dokter atau psikiater terdekat ya..",2
Bagaimana cara mengendalikan emosi dan mengatasi sering menangis?,"Saya mengerti bagaimana perasaan anda yang bingung menghadapi perasaan sedih dan kecewa karena belum mendapatkan arahan dan bimbingan yang tepat. Perasaan sedih, kecewa, atau marah merupakan hal yang normal, dimana emosi yang anda rasakan akan berpengaruh pada tindakan anda. Jika anda sedang merasakan emosi yang positif maka tindakan yang mengikutinya juga akan positif, sebaliknya emosi negatif akan cenderung membaut anda berperilaku negatif pula. Maka dari itu, meskipun ekspresi marah merupakan hal yang normal, anda juga perlu mengetahui cara mengendalikan emosi agar tidak bertindak negatif hingga membahayakan hubungan pekerjaan, pertemanan, keluarga, dan diri sendiri.

Anda dapat mengubah pikiran negatif menjadi pikiran positif sehingga, anda akan menjadi bersikap positif pula, dengan cara mengubah sudut pandang untuk melihat situasi tersebut menjadi lebih positif. Selain itu, coba tenangkan diri anda dengan mengambil napas panjang lalu tutup mata anda, kemudian sadarilah keberadaan, perasaan, dan pikiran anda saat ini termasuk keadaan sekitar anda. Hal ini dapat membuat anda lebih sadar dan bersikap lebih positif dalam merespons segala sesuatu.

Selain itu, anda juga perlu menghindari situasi yang dapat membuat anda merasakan emosi negatif, dan lakukanlah aktivitas yang menyenangkan seperti berolahraga (yoga, tai chi, dan aerobik yang merupakan latihan fisik yang baik bagi kesehatan mental), mempelajari kemampuan baru seperti mempelajari bahasa ataupun alat musik yang dapat membangkitkan kepercayaan diri, menjaga komunikasi dengan orang terdekat anda atau yang bisa membuat anda nyaman seperti sahabat untuk berbagi cerita ketika anda sedang menghadapi kesulitan atau permasalahan berat, serta berikan senyum, waktu, atau bantuan untuk orang lain yang dapat membawa pengaruh positif bagi diri anda dan juga orang lain.

Jika setelah menjalankan beberapa saran di atas anda masih sulit mengendalikan emosi negatif, maka sebaiknya anda berkonsultasi lebih lanjut dengan psikolog untuk mendapatkan arahan yang tepat. Jika terkendala waktu anda dapat berkonsultasi melalui aplikasi Alodokter via chat.",9
